setup,downloadTime
0.0017113685607910156,0.0016257762908935547
0.0016198158264160156,0.0015497207641601562
0.0017321109771728516,0.001638174057006836
0.0016598701477050781,0.0016350746154785156
0.001641988754272461,0.0016243457794189453
0.0016846656799316406,0.001619577407836914
0.0017046928405761719,0.0015687942504882812
0.0016188621520996094,0.0016262531280517578
0.0017957687377929688,0.0017549991607666016
0.0017783641815185547,0.0016591548919677734
0.0016362667083740234,0.0016283988952636719
0.0016067028045654297,0.0016384124755859375
0.0016102790832519531,0.0015735626220703125
0.001708984375,0.0016148090362548828
0.0016906261444091797,0.0015995502471923828
0.0016894340515136719,0.0015003681182861328
0.0017163753509521484,0.0016357898712158203
0.0016832351684570312,0.0016331672668457031
0.0016367435455322266,0.0016162395477294922
0.0017120838165283203,0.0022673606872558594
0.0017447471618652344,0.0016372203826904297
0.0017313957214355469,0.0016748905181884766
0.0016825199127197266,0.0016028881072998047
0.001703500747680664,0.0016105175018310547
0.0017843246459960938,0.0015976428985595703
0.0016248226165771484,0.0018851757049560547
0.0017099380493164062,0.0015590190887451172
0.001615762710571289,0.0015878677368164062
0.001678466796875,0.0015773773193359375
0.001735687255859375,0.0016236305236816406
0.0017349720001220703,0.0016477108001708984
0.0016391277313232422,0.0016319751739501953
0.0017132759094238281,0.0015845298767089844
0.0016171932220458984,0.0015864372253417969
0.0016245841979980469,0.0017426013946533203
0.0016715526580810547,0.0015740394592285156
0.001627206802368164,0.0016100406646728516
0.0016694068908691406,0.0016150474548339844
0.00162506103515625,0.0016317367553710938
0.0016765594482421875,0.00152587890625
0.0017080307006835938,0.0016252994537353516
0.0016198158264160156,0.0015978813171386719
0.001608133316040039,0.0014901161193847656
0.0017044544219970703,0.0017087459564208984
0.001714944839477539,0.001645803451538086
0.001710653305053711,0.0016601085662841797
0.0016245841979980469,0.0016117095947265625
0.0016148090362548828,0.0016353130340576172
0.0016236305236816406,0.0016202926635742188
0.0016210079193115234,0.001722097396850586
0.0016243457794189453,0.0016169548034667969
0.002164125442504883,0.0016131401062011719
0.0017282962799072266,0.0015943050384521484
0.0016207695007324219,0.0015311241149902344
0.0017936229705810547,0.0016388893127441406
0.0016074180603027344,0.001590728759765625
0.001613616943359375,0.0016264915466308594
0.0017230510711669922,0.0015637874603271484
0.0017032623291015625,0.0016672611236572266
0.0017228126525878906,0.0016183853149414062
0.0016243457794189453,0.0016133785247802734
0.0016930103302001953,0.0016493797302246094
0.0017242431640625,0.0016388893127441406
0.0017156600952148438,0.0015239715576171875
0.0016129016876220703,0.0015380382537841797
0.0016078948974609375,0.0016434192657470703
0.0016529560089111328,0.0016257762908935547
0.0016143321990966797,0.0015990734100341797
0.0017049312591552734,0.0016214847564697266
0.0016918182373046875,0.0017459392547607422
